question_id,construction_name,construction_formula,level,category,function,n_selecting,n_annotators,endorsement_rate
117,IndefinitePronounObjectComplement,V PRON.IND / PREP PRON.IND,A2,PRONOUNS,Referring to entities,3,3,1.0
117,IndefinitePronounObjectComplement,V PRON.IND / PREP PRON.IND,A2,PRONOUNS,Other: Referring to an indefinite person or group,1,3,0.3333333333333333
118,IndefinitePronounSubject,PRON.IND.SG V.SG,A2,PRONOUNS,Referring to entities,3,3,1.0
118,IndefinitePronounSubject,PRON.IND.SG V.SG,A2,PRONOUNS,Referring to the acting or experiencing entity,1,3,0.3333333333333333
118,IndefinitePronounSubject,PRON.IND.SG V.SG,A2,PRONOUNS,Other: Referring to an indefinite person or group,1,3,0.3333333333333333
119,IndefinitePronounWithElse,PRON.IND + else,A2,PRONOUNS,Referring to additional or alternative entities,3,3,1.0
119,IndefinitePronounWithElse,PRON.IND + else,A2,PRONOUNS,Referring to entities,2,3,0.6666666666666666
119,IndefinitePronounWithElse,PRON.IND + else,A2,PRONOUNS,Specifying information,1,3,0.3333333333333333
120,InterrogativeClauseWithBeOrHave,AUX[BE/HAVE] SUBJ (V-PastP|COMP),A2,CLAUSES,Asking for information,3,3,1.0
121,InterrogativeClauseWithDo,AUX[DO] SUBJ V-BASE (OBJ|COMP),A2,CLAUSES,Asking for information,3,3,1.0
122,InterrogativeClauseWithModalVerb,V.MODAL SUBJ V-BASE (OBJ|COMP),A2,CLAUSES,Asking for information,3,3,1.0
122,InterrogativeClauseWithModalVerb,V.MODAL SUBJ V-BASE (OBJ|COMP),A2,CLAUSES,Other: Politeness,1,3,0.3333333333333333
122,InterrogativeClauseWithModalVerb,V.MODAL SUBJ V-BASE (OBJ|COMP),A2,CLAUSES,"Other: Expressing politeness, requesting",1,3,0.3333333333333333
123,IrregularPluralNouns,N.PL(irregular),A2,NOUNS,Expressing quantity,2,3,0.6666666666666666
123,IrregularPluralNouns,N.PL(irregular),A2,NOUNS,Referring to entities,2,3,0.6666666666666666
124,JustPreposition,just PREP,A2,PREPOSITIONS,Situating entities in space,3,3,1.0
125,LinkingVerbPlusAdjectiveAsComplement,SUBJ V.LINKING ADJ,A2,VERBS,Describing,3,3,1.0
126,LinkingVerbPlusComplement,SUBJ V.LINKING COMP,A2,VERBS,Conveying meaning,2,3,0.6666666666666666
126,LinkingVerbPlusComplement,SUBJ V.LINKING COMP,A2,VERBS,Describing,2,3,0.6666666666666666
126,LinkingVerbPlusComplement,SUBJ V.LINKING COMP,A2,VERBS,Making statements,1,3,0.3333333333333333
127,ManyWithPluralNegative,NEG … many N.PL,A2,DETERMINERS,"Expressing quantity, Expressing negation",3,3,1.0
128,MidPositionAdverb,SUBJ (AUX) ADV (AUX) VERB …,A2,ADVERBS,Specifying information,2,3,0.6666666666666666
128,MidPositionAdverb,SUBJ (AUX) ADV (AUX) VERB …,A2,ADVERBS,Providing detail,2,3,0.6666666666666666
129,ModalAdverbsClausePosition,"ADV.MODAL, CLAUSE",A2,MODALITY,Expressing probability,3,3,1.0
129,ModalAdverbsClausePosition,"ADV.MODAL, CLAUSE",A2,MODALITY,Referring to past events with present relevance,1,3,0.3333333333333333
130,ModalCouldAffirmative,SUBJ could V,A2,MODALITY,Expressing possibility,3,3,1.0
130,ModalCouldAffirmative,SUBJ could V,A2,MODALITY,Expressing ability,2,3,0.6666666666666666
130,ModalCouldAffirmative,SUBJ could V,A2,MODALITY,Referring to the acting or experiencing entity,1,3,0.3333333333333333
131,ModalCouldNegative,SUBJ could not V,A2,MODALITY,Expressing negation,3,3,1.0
131,ModalCouldNegative,SUBJ could not V,A2,MODALITY,Referring to past actions and events,2,3,0.6666666666666666
131,ModalCouldNegative,SUBJ could not V,A2,MODALITY,Expressing ability,1,3,0.3333333333333333
132,ModalCouldQuestions,(WH) could SUBJ V,A2,MODALITY,Expressing politeness,3,3,1.0
132,ModalCouldQuestions,(WH) could SUBJ V,A2,MODALITY,Requesting,2,3,0.6666666666666666
133,ModalHaveAffirmative,SUBJ have/has N/NP,A2,MODALITY,Expressing obligation or necessity,3,3,1.0
133,ModalHaveAffirmative,SUBJ have/has N/NP,A2,MODALITY,Conveying meaning,1,3,0.3333333333333333
134,ModalHaveNegative,SUBJ [do/does NEG have]/[haven't got to] V,A2,MODALITY,Expressing negation,3,3,1.0
134,ModalHaveNegative,SUBJ [do/does NEG have]/[haven't got to] V,A2,MODALITY,Expressing obligation or necessity,2,3,0.6666666666666666
135,ModalHaveQuestions,[Do/Does SUBJ have]/ [Have/has SUBJ got to] V,A2,MODALITY,Expressing obligation or necessity,3,3,1.0
135,ModalHaveQuestions,[Do/Does SUBJ have]/ [Have/has SUBJ got to] V,A2,MODALITY,Asking for information,1,3,0.3333333333333333
136,ModalMayAffirmative,SUBJ may V (OBJ/COMP),A2,MODALITY,Expressing probability,3,3,1.0
136,ModalMayAffirmative,SUBJ may V (OBJ/COMP),A2,MODALITY,Making suggestions,2,3,0.6666666666666666
136,ModalMayAffirmative,SUBJ may V (OBJ/COMP),A2,MODALITY,Providing detail,1,3,0.3333333333333333
136,ModalMayAffirmative,SUBJ may V (OBJ/COMP),A2,MODALITY,"Referring to actions, events or states",1,3,0.3333333333333333
137,ModalMightAffirmative,SUBJ might V (OBJ/COMP),A2,MODALITY,Expressing probability,3,3,1.0
137,ModalMightAffirmative,SUBJ might V (OBJ/COMP),A2,MODALITY,Expressing beliefs and opinions,2,3,0.6666666666666666
137,ModalMightAffirmative,SUBJ might V (OBJ/COMP),A2,MODALITY,Expressing condition,1,3,0.3333333333333333
138,ModalMustAffirmative,SUBJ must V (OBJ/COMP),A2,MODALITY,Expressing obligation or necessity,3,3,1.0
138,ModalMustAffirmative,SUBJ must V (OBJ/COMP),A2,MODALITY,Referring to self-directed actions,1,3,0.3333333333333333
139,ModalMustNegative,SUBJ must NEG V (OBJ/COMP),A2,MODALITY,Expressing obligation or necessity,3,3,1.0
139,ModalMustNegative,SUBJ must NEG V (OBJ/COMP),A2,MODALITY,Expressing negation,3,3,1.0
140,ModalShallAffirmative,SUBJ shall V (OBJ/COMP),A2,MODALITY,Referring to future actions and events,3,3,1.0
140,ModalShallAffirmative,SUBJ shall V (OBJ/COMP),A2,MODALITY,Expressing certainty,2,3,0.6666666666666666
140,ModalShallAffirmative,SUBJ shall V (OBJ/COMP),A2,MODALITY,Expressing evaluation,1,3,0.3333333333333333
141,ModalShallQuestions,Shall SUBJ V (OBJ/COMP),A2,MODALITY,Referring to future actions and events,3,3,1.0
141,ModalShallQuestions,Shall SUBJ V (OBJ/COMP),A2,MODALITY,Asking for information,3,3,1.0
142,ModalShouldAffirmative,SUBJ should V (OBJ/COMP),A2,MODALITY,Giving advice,3,3,1.0
142,ModalShouldAffirmative,SUBJ should V (OBJ/COMP),A2,MODALITY,Making suggestions,3,3,1.0
142,ModalShouldAffirmative,SUBJ should V (OBJ/COMP),A2,MODALITY,Giving directions or instructions,1,3,0.3333333333333333
142,ModalShouldAffirmative,SUBJ should V (OBJ/COMP),A2,MODALITY,Expressing obligation or necessity,1,3,0.3333333333333333
142,ModalShouldAffirmative,SUBJ should V (OBJ/COMP),A2,MODALITY,Expressing beliefs and opinions,1,3,0.3333333333333333
143,ModalShouldNegative,SUBJ should V (OBJ/COMP),A2,MODALITY,Giving advice,3,3,1.0
143,ModalShouldNegative,SUBJ should V (OBJ/COMP),A2,MODALITY,Expressing negation,2,3,0.6666666666666666
143,ModalShouldNegative,SUBJ should V (OBJ/COMP),A2,MODALITY,Expressing obligation or necessity,1,3,0.3333333333333333
144,ModalShouldQuestions,Should SUBJ V (OBJ/COMP),A2,MODALITY,Asking for advice,3,3,1.0
144,ModalShouldQuestions,Should SUBJ V (OBJ/COMP),A2,MODALITY,Expressing politeness,3,3,1.0
144,ModalShouldQuestions,Should SUBJ V (OBJ/COMP),A2,MODALITY,Expressing possibility,1,3,0.3333333333333333
145,ModalWillNegative,SUBJ will NEG V (OBJ/COMP),A2,MODALITY,Referring to future actions and events,3,3,1.0
145,ModalWillNegative,SUBJ will NEG V (OBJ/COMP),A2,MODALITY,Expressing negation,3,3,1.0
146,ModalWillQuestions,Will SUBJ V (OBJ/COMP),A2,MODALITY,Referring to future actions and events,3,3,1.0
146,ModalWillQuestions,Will SUBJ V (OBJ/COMP),A2,MODALITY,Asking for information,3,3,1.0
146,ModalWillQuestions,Will SUBJ V (OBJ/COMP),A2,MODALITY,Making offers and invitations,1,3,0.3333333333333333
146,ModalWillQuestions,Will SUBJ V (OBJ/COMP),A2,MODALITY,Giving advice,1,3,0.3333333333333333
147,ModalWouldAffirmative,SUBJ would V (OBJ/COMP),A2,MODALITY,Expressing hypotheses or inferences,3,3,1.0
147,ModalWouldAffirmative,SUBJ would V (OBJ/COMP),A2,MODALITY,Expressing preference,2,3,0.6666666666666666
147,ModalWouldAffirmative,SUBJ would V (OBJ/COMP),A2,MODALITY,Expressing probability,1,3,0.3333333333333333
147,ModalWouldAffirmative,SUBJ would V (OBJ/COMP),A2,MODALITY,Other: Expressing politeness,1,3,0.3333333333333333
148,ModalWouldNegative,SUBJ would NEG V (OBJ/COMP),A2,MODALITY,Expressing hypotheses or inferences,3,3,1.0
148,ModalWouldNegative,SUBJ would NEG V (OBJ/COMP),A2,MODALITY,Expressing negation,3,3,1.0
149,MuchWithUncountableNegative,CLAUSE.NEG … much N.UNC,A2,DETERMINERS,"Expressing quantity, Expressing negation",3,3,1.0
149,MuchWithUncountableNegative,CLAUSE.NEG … much N.UNC,A2,DETERMINERS,Pointing to entities,1,3,0.3333333333333333
150,NegativeDeclarativeClauseWithModalVerb,SUBJ V.MODAL NEG V-BASE (OBJ|COMP),A2,CLAUSES,Making statements,3,3,1.0
150,NegativeDeclarativeClauseWithModalVerb,SUBJ V.MODAL NEG V-BASE (OBJ|COMP),A2,CLAUSES,Expressing negation,2,3,0.6666666666666666
151,NegationBeOrHavePresent,SUBJ BE/HAVE not V/COMP,A2,NEGATION,Expressing negation,3,3,1.0
151,NegationBeOrHavePresent,SUBJ BE/HAVE not V/COMP,A2,NEGATION,Specifying information,1,3,0.3333333333333333
151,NegationBeOrHavePresent,SUBJ BE/HAVE not V/COMP,A2,NEGATION,Pointing to entities,1,3,0.3333333333333333
152,NegationDoPast,SUBJ did not/didn't V,A2,NEGATION,Referring to past actions and events,3,3,1.0
152,NegationDoPast,SUBJ did not/didn't V,A2,NEGATION,Expressing negation,3,3,1.0
152,NegationDoPast,SUBJ did not/didn't V,A2,NEGATION,Expressing frequency,1,3,0.3333333333333333
153,NegationImperativeWithDo,Do not/Don't V,A2,NEGATION,Giving directions or instructions,3,3,1.0
153,NegationImperativeWithDo,Do not/Don't V,A2,NEGATION,Expressing negation,2,3,0.6666666666666666
153,NegationImperativeWithDo,Do not/Don't V,A2,NEGATION,Referring to the affected entity,1,3,0.3333333333333333
154,NegationWithAnyMuchOrMany,SUBJ AUX not V any/much/many NP,A2,NEGATION,Referring to entities,3,3,1.0
154,NegationWithAnyMuchOrMany,SUBJ AUX not V any/much/many NP,A2,NEGATION,Expressing negation,2,3,0.6666666666666666
154,NegationWithAnyMuchOrMany,SUBJ AUX not V any/much/many NP,A2,NEGATION,Expressing quantity,2,3,0.6666666666666666
155,NegationWithModals,SUBJ V.MODAL not V,A2,NEGATION,Expressing negation,3,3,1.0
155,NegationWithModals,SUBJ V.MODAL not V,A2,NEGATION,"Referring to actions, events or states",3,3,1.0
155,NegationWithModals,SUBJ V.MODAL not V,A2,NEGATION,Referring back to entities,1,3,0.3333333333333333
156,NegationWithNoDeterminer,no N,A2,NEGATION,Referring to entities,2,3,0.6666666666666666
156,NegationWithNoDeterminer,no N,A2,NEGATION,Expressing negation,2,3,0.6666666666666666
156,NegationWithNoDeterminer,no N,A2,NEGATION,Referring to the affected entity,1,3,0.3333333333333333
156,NegationWithNoDeterminer,no N,A2,NEGATION,Reporting information,1,3,0.3333333333333333
157,NegativeImperative,do not / don't V-BASE (OBJ|COMP) (PP|ADV),A2,CLAUSES,Giving directions or instructions,3,3,1.0
157,NegativeImperative,do not / don't V-BASE (OBJ|COMP) (PP|ADV),A2,CLAUSES,Expressing negation,1,3,0.3333333333333333
157,NegativeImperative,do not / don't V-BASE (OBJ|COMP) (PP|ADV),A2,CLAUSES,Requesting,1,3,0.3333333333333333
158,NegativeInterrogativeClause,AUX[BE/HAVE/DO|V.MODAL] NEG SUBJ V-BASE/(V-PastP) (OBJ|COMP),A2,CLAUSES,Asking for confirmation,3,3,1.0
158,NegativeInterrogativeClause,AUX[BE/HAVE/DO|V.MODAL] NEG SUBJ V-BASE/(V-PastP) (OBJ|COMP),A2,CLAUSES,Asking for information,1,3,0.3333333333333333
159,NegativePlusAnythingPronoun,SUBJ AUX not V anything,A2,PRONOUNS,Expressing negation,3,3,1.0
159,NegativePlusAnythingPronoun,SUBJ AUX not V anything,A2,PRONOUNS,Referring to entities,3,3,1.0
160,NegativeWhInterrogativeClause,WH AUX[BE/HAVE/DO|V.MODAL] NEG SUBJ V-BASE/(V-PastP) (OBJ),A2,CLAUSES,Asking for information,3,3,1.0
161,NonDefiningRelativeClauseWithSubjectWho,"NP, who SUBJ=who V …",A2,CLAUSES,Describing,3,3,1.0
161,NonDefiningRelativeClauseWithSubjectWho,"NP, who SUBJ=who V …",A2,CLAUSES,Providing detail,2,3,0.6666666666666666
161,NonDefiningRelativeClauseWithSubjectWho,"NP, who SUBJ=who V …",A2,CLAUSES,Other: Referring to entities,1,3,0.3333333333333333
161,NonDefiningRelativeClauseWithSubjectWho,"NP, who SUBJ=who V …",A2,CLAUSES,Making statements,1,3,0.3333333333333333
162,NounPhraseDeterminerNoun,DET (N.SG | N.PL),A2,NOUNS,Providing detail,2,3,0.6666666666666666
162,NounPhraseDeterminerNoun,DET (N.SG | N.PL),A2,NOUNS,Referring to entities,2,3,0.6666666666666666
162,NounPhraseDeterminerNoun,DET (N.SG | N.PL),A2,NOUNS,Referring back to entities,1,3,0.3333333333333333
163,DeterminerWithUncountableNoun,DET N.UNC,A2,NOUNS,Referring to entities,2,3,0.6666666666666666
163,DeterminerWithUncountableNoun,DET N.UNC,A2,NOUNS,Referring to the affected entity,1,3,0.3333333333333333
163,DeterminerWithUncountableNoun,DET N.UNC,A2,NOUNS,Referring to third-person subjects,1,3,0.3333333333333333
163,DeterminerWithUncountableNoun,DET N.UNC,A2,NOUNS,Referring to the acting or experiencing entity,1,3,0.3333333333333333
164,NounPhrasePossessiveApostropheS,N.SG 's N,A2,NOUNS,Expressing possession,3,3,1.0
165,NounPhraseWithAdjectives,DET (ADJ) N,A2,NOUNS,Describing,3,3,1.0
165,NounPhraseWithAdjectives,DET (ADJ) N,A2,NOUNS,Situating events or entities,1,3,0.3333333333333333
165,NounPhraseWithAdjectives,DET (ADJ) N,A2,NOUNS,Sequencing events,1,3,0.3333333333333333
165,NounPhraseWithAdjectives,DET (ADJ) N,A2,NOUNS,Situating entities in space,1,3,0.3333333333333333
165,NounPhraseWithAdjectives,DET (ADJ) N,A2,NOUNS,Situating events in time,1,3,0.3333333333333333
166,NounPhraseWithRelativeComplement,N(complement-taking) (that/whether/wh-) CLAUSE,A2,NOUNS,Specifying,3,3,1.0
166,NounPhraseWithRelativeComplement,N(complement-taking) (that/whether/wh-) CLAUSE,A2,NOUNS,Referring to entities,2,3,0.6666666666666666
166,NounPhraseWithRelativeComplement,N(complement-taking) (that/whether/wh-) CLAUSE,A2,NOUNS,Expressing negation,1,3,0.3333333333333333
166,NounPhraseWithRelativeComplement,N(complement-taking) (that/whether/wh-) CLAUSE,A2,NOUNS,Expressing manner,1,3,0.3333333333333333
167,NounPhraseWithRelativePostmodifier,NP CLAUSE.REL = [DET (ADJ)+ NOUN] (REL SUBJ V … | SUBJ V … ØOBJ),A2,NOUNS,Providing detail,3,3,1.0
167,NounPhraseWithRelativePostmodifier,NP CLAUSE.REL = [DET (ADJ)+ NOUN] (REL SUBJ V … | SUBJ V … ØOBJ),A2,NOUNS,Describing,3,3,1.0
167,NounPhraseWithRelativePostmodifier,NP CLAUSE.REL = [DET (ADJ)+ NOUN] (REL SUBJ V … | SUBJ V … ØOBJ),A2,NOUNS,Expressing degree,2,3,0.6666666666666666
167,NounPhraseWithRelativePostmodifier,NP CLAUSE.REL = [DET (ADJ)+ NOUN] (REL SUBJ V … | SUBJ V … ØOBJ),A2,NOUNS,Expressing evaluation,2,3,0.6666666666666666
168,OneSubstitutionPronoun,DET (ADJ) one,A2,PRONOUNS,Referring back to entities,3,3,1.0
168,OneSubstitutionPronoun,DET (ADJ) one,A2,PRONOUNS,Referring to entities,2,3,0.6666666666666666
168,OneSubstitutionPronoun,DET (ADJ) one,A2,PRONOUNS,Requesting,1,3,0.3333333333333333
168,OneSubstitutionPronoun,DET (ADJ) one,A2,PRONOUNS,Referring to third-person subjects,1,3,0.3333333333333333
168,OneSubstitutionPronoun,DET (ADJ) one,A2,PRONOUNS,Reporting information,1,3,0.3333333333333333
169,OneSyllableSuperlativeWithEst,ADJ-est,A2,ADJECTIVES,Comparing within a set,3,3,1.0
169,OneSyllableSuperlativeWithEst,ADJ-est,A2,ADJECTIVES,Describing,2,3,0.6666666666666666
169,OneSyllableSuperlativeWithEst,ADJ-est,A2,ADJECTIVES,Giving directions or instructions,1,3,0.3333333333333333
169,OneSyllableSuperlativeWithEst,ADJ-est,A2,ADJECTIVES,Making suggestions,1,3,0.3333333333333333
170,PassivePastSimpleAffirmative,SUBJ was/were V-PastP (by AGENT),A2,PASSIVES,Referring to past actions and events,3,3,1.0
170,PassivePastSimpleAffirmative,SUBJ was/were V-PastP (by AGENT),A2,PASSIVES,Referring to the affected entity,2,3,0.6666666666666666
170,PassivePastSimpleAffirmative,SUBJ was/were V-PastP (by AGENT),A2,PASSIVES,Emphasizing the affected entity,1,3,0.3333333333333333
170,PassivePastSimpleAffirmative,SUBJ was/were V-PastP (by AGENT),A2,PASSIVES,Reporting information,1,3,0.3333333333333333
171,PassivePresentSimpleAffirmative,SUBJ is/are V-PastP (by AGENT),A2,PASSIVES,"Referring to present states, events and facts",3,3,1.0
171,PassivePresentSimpleAffirmative,SUBJ is/are V-PastP (by AGENT),A2,PASSIVES,Emphasizing the affected entity,2,3,0.6666666666666666
172,PastContinuousAffirmative,SUBJ was/were V-ING (OBJ/COMP),A2,PAST,Referring to past actions and events,3,3,1.0
172,PastContinuousAffirmative,SUBJ was/were V-ING (OBJ/COMP),A2,PAST,Expressing progression,3,3,1.0
172,PastContinuousAffirmative,SUBJ was/were V-ING (OBJ/COMP),A2,PAST,Expressing frequency,2,3,0.6666666666666666
173,PastContinuousWithAdverbs,"(ADV,) SUBJ was/were ADV V-ING (OBJ/COMP) (ADV)",A2,PAST,Referring to past actions and events,3,3,1.0
173,PastContinuousWithAdverbs,"(ADV,) SUBJ was/were ADV V-ING (OBJ/COMP) (ADV)",A2,PAST,Expressing progression,3,3,1.0
173,PastContinuousWithAdverbs,"(ADV,) SUBJ was/were ADV V-ING (OBJ/COMP) (ADV)",A2,PAST,Providing detail,1,3,0.3333333333333333
174,PastSimpleAffirmative,SUBJ V-ed / V.PAST(irregular) (OBJ/COMP),A2,PAST,Referring to past actions and events,3,3,1.0
174,PastSimpleAffirmative,SUBJ V-ed / V.PAST(irregular) (OBJ/COMP),A2,PAST,Referring to the acting or experiencing entity,2,3,0.6666666666666666
174,PastSimpleAffirmative,SUBJ V-ed / V.PAST(irregular) (OBJ/COMP),A2,PAST,Referring to the affected entity,2,3,0.6666666666666666
174,PastSimpleAffirmative,SUBJ V-ed / V.PAST(irregular) (OBJ/COMP),A2,PAST,Referring to third-person subjects,2,3,0.6666666666666666
174,PastSimpleAffirmative,SUBJ V-ed / V.PAST(irregular) (OBJ/COMP),A2,PAST,Reporting information,1,3,0.3333333333333333
175,PastSimpleNegative,SUBJ did not/didn't V (OBJ/COMP),A2,PAST,Referring to past actions and events,3,3,1.0
175,PastSimpleNegative,SUBJ did not/didn't V (OBJ/COMP),A2,PAST,Expressing negation,3,3,1.0
175,PastSimpleNegative,SUBJ did not/didn't V (OBJ/COMP),A2,PAST,Conveying meaning,2,3,0.6666666666666666
175,PastSimpleNegative,SUBJ did not/didn't V (OBJ/COMP),A2,PAST,Making statements,2,3,0.6666666666666666
175,PastSimpleNegative,SUBJ did not/didn't V (OBJ/COMP),A2,PAST,Describing,2,3,0.6666666666666666
176,PastSimpleQuestions,Did SUBJ V (OBJ/COMP),A2,PAST,Referring to past actions and events,3,3,1.0
176,PastSimpleQuestions,Did SUBJ V (OBJ/COMP),A2,PAST,Asking for information,3,3,1.0
176,PastSimpleQuestions,Did SUBJ V (OBJ/COMP),A2,PAST,Expressing quantity,1,3,0.3333333333333333
177,PastSimpleWithWhenClause,"When SUBJ V.PAST … , CLAUSE.MAIN(V.PAST)",A2,PAST,Referring to past actions and events,3,3,1.0
177,PastSimpleWithWhenClause,"When SUBJ V.PAST … , CLAUSE.MAIN(V.PAST)",A2,PAST,Sequencing events,3,3,1.0
177,PastSimpleWithWhenClause,"When SUBJ V.PAST … , CLAUSE.MAIN(V.PAST)",A2,PAST,Comparing,1,3,0.3333333333333333
178,PeriphrasticSuperlativeWithMost,the most ADJ,A2,ADJECTIVES,Comparing within a set,3,3,1.0
178,PeriphrasticSuperlativeWithMost,the most ADJ,A2,ADJECTIVES,Describing,3,3,1.0
178,PeriphrasticSuperlativeWithMost,the most ADJ,A2,ADJECTIVES,Referring to present states events and facts,3,3,1.0
